RC	UFI	UNI	LAT	LONG	DMS_LAT	DMS_LONG	UTM	JOG	FC	DSG	PC	CC1	ADM1	ADM2	DIM	CC2	NT	LC	SHORT_FORM	GENERIC	SORT_NAME	FULL_NAME	FULL_NAME_ND	MODIFY_DATE
1	-559843	-791985	75.45	 -94.1666667	752700	-941000	VD67	NS15-01	H	BAY		CA	14				N				ABANDONBAY	Abandon Bay	Abandon Bay	1993-12-14
1	-559844	-791986	50.7333333	-108.75	504400	-1084500	XB52	NM12-06	P	PPL		CA	11				N				ABBEY	Abbey	Abbey	1993-12-14
1	-559845	-791988	49.05	-122.3	490300	-1221800	EV53	NM10-08	P	PPL		CA	02				N				ABBOTSFORD	Abbotsford	Abbotsford	1993-12-14
1	-573004	-791987	45.4333333	 -72.8833333	452600	-725300	XR63	NL18-09	P	PPL		CA	10				V				ABBOTSFORD	Abbotsford	Abbotsford	1993-12-14
1	-559845	-791989	49.05	-122.3	490300	-1221800	EV53	NM10-08	P	PPL		CA	02				V				ABBOTTSFORD	Abbottsford	Abbottsford	1993-12-14
1	-559846	-791990	54.2333333	-113.0166667	541400	-1130100	UF61	NN12-04	P	PPL		CA	01				N				ABEE	Abee	Abee	1993-12-14
1	-559847	-791991	49.25	 -68.15	491500	-680900	EQ65	NM19-08	H	LK		CA	10				N				ABER LAC	Lac Aber	Lac Aber	1993-12-14
1	-559848	-791992	52.3166667	-106.2833333	521900	-1061700	DT19	NN13-10	P	PPL		CA	11				N				ABERDEEN	Aberdeen	Aberdeen	1993-12-14
1	-559849	-791993	68.5166667	 -93.8666667	683100	-935200	VS60	NR15-10	T	ISL		CA	14				N				ABERDEENISLAND	Aberdeen Island	Aberdeen Island	1993-12-14
1	-559850	-791994	64.4666667	 -99.0	642800	-990000	MS94	NQ13-15	H	LK		CA	14				N				ABERDEENLAKE	Aberdeen Lake	Aberdeen Lake	1993-12-14
1	429038	548727	54.1075	-111.4836111	540627	-1112901	VE69	NN12-05	S	RSTP 		CA	01				N				ABILENE	Abilene	Abilene	1999-04-05
1	-559851	-791995	42.8333333	 -79.1	425000	-790600	PH54	NK17-06	T	PT		CA	08				V				ABINEAU	Abineau	Abineau	1993-12-14
1	-559851	-791996	42.8333333	 -79.1	425000	-790600	PH54	NK17-06	T	PT		CA	08				N				ABINO POINT	Point Abino	Point Abino	1993-12-14
1	-559852	-791997	60.45	-107.25	602700	-1071500	CH70	NP13-13	H	LK		CA	13				N				ABITAULAKE	Abitau Lake	Abitau Lake	1993-12-14
1	-559853	-791998	59.8833333	-109.05	595300	-1090300	XM04	NO12-03	H	STM		CA	13				N		Abitau		ABITAURIVER	Abitau River	Abitau River	1993-12-14
1	-559858	-792000	51.0666667	 -80.9166667	510400	-805500	NS05	NM17-02	H	STM		CA	08				V				ABITIBBI	Abitibbi	Abitibbi	1993-12-14
1	-559854	-791999	48.6666667	 -79.75	484000	-794500	NP99	NM17-12	H	LK		CA	00				V				ABITIBBI	Abitibbi	Abitibbi	1998-03-24
1	-576358	-1129159	48.0	 -76.0	480000	-760000	VU21	NM18-11	A	ADM2 		CA	00				N				ABITIBI	Abitibi	Abitibi	1993-12-14
1	-576358	-792001	48.0	 -76.0	480000	-760000	VU21	NM18-11	A	ADM2 		CA	00				V				ABITIBI COMTED	Comté dʼ Abitibi	Comte d' Abitibi	1993-12-14
1	-559854	-792004	48.6666667	 -79.75	484000	-794500	NP99	NM17-12	H	LK		CA	00				N	FR		Lac	ABITIBI LAC	Lac Abitibi	Lac Abitibi	1998-03-24
1	-559854	-792003	48.6666667	 -79.75	484000	-794500	NP99	NM17-12	H	LK		CA	00				N	EN			ABITIBI LAKE	Lake Abitibi	Lake Abitibi	1998-03-24
1	-559855	-792005	49.8833333	 -81.5666667	495300	-813400	MR52	NM17-08	T	GRGE 		CA	08				V				ABITIBICANON	Abitibi Canõn	Abitibi Canon	1993-12-14
1	-559855	-792006	49.8833333	 -81.5666667	495300	-813400	MR52	NM17-08	T	GRGE 		CA	08				N				ABITIBICANYON	Abitibi Canyon	Abitibi Canyon	1993-12-14
1	-576358	-792007	48.0	 -76.0	480000	-760000	VU21	NM18-11	A	ADM2 		CA	00				V				ABITIBICOUNTY	Abitibi County	Abitibi County	1993-12-14
1	-559856	-792010	49.0	 -76.5	490000	-763000	UV92	NM18-07	A	ADMD 		CA	10				N	EN			ABITIBIEAST	Abitibi East	Abitibi East	1993-12-14
1	-559856	-792009	49.0	 -76.5	490000	-763000	UV92	NM18-07	A	ADMD 		CA	10				N	FR			ABITIBIEST	Abitibi-Est	Abitibi-Est	1993-12-14
1	-576358	-792008	48.0	 -76.0	480000	-760000	VU21	NM18-11	A	ADM2 		CA	00				V				ABITIBIEST	Abitibi-Est	Abitibi-Est	1993-12-14
1	-559857	-792012	49.5	 -78.8333333	493000	-785000	PQ58	NM17-09	A	ADMD 		CA	10				N	FR			ABITIBIOUEST	Abitibi-Ouest	Abitibi-Ouest	1993-12-14
1	-576358	-792011	48.0	 -76.0	480000	-760000	VU21	NM18-11	A	ADM2 		CA	00				V				ABITIBIOUEST	Abitibi-Ouest	Abitibi-Ouest	1993-12-14
1	-559858	-792014	51.0666667	 -80.9166667	510400	-805500	NS05	NM17-02	H	STM		CA	08				N		Abitibi		ABITIBIRIVER	Abitibi River	Abitibi River	1993-12-14
1	-559857	-792013	49.5	 -78.8333333	493000	-785000	PQ58	NM17-09	A	ADMD 		CA	10				N	EN			ABITIBIWEST	Abitibi West	Abitibi West	1993-12-14
1	-559858	-792016	51.0666667	 -80.9166667	510400	-805500	NS05	NM17-02	H	STM		CA	08				V				ABITTIBBI	Abittibbi	Abittibbi	1993-12-14
1	-559854	-792015	48.6666667	 -79.75	484000	-794500	NP99	NM17-12	H	LK		CA	00				V				ABITTIBBI	Abittibbi	Abittibbi	1998-03-24
1	-559858	-792018	51.0666667	 -80.9166667	510400	-805500	NS05	NM17-02	H	STM		CA	08				V				ABITTIBI	Abittibi	Abittibi	1993-12-14
1	-559854	-792017	48.6666667	 -79.75	484000	-794500	NP99	NM17-12	H	LK		CA	00				V				ABITTIBI	Abittibi	Abittibi	1998-03-24
1	-559859	-792019	59.5	 -65.4166667	593000	-652500	LL69	NO20-01	H	BAY		CA	10				N				ABLOVIAKFIORD	Abloviak Fiord	Abloviak Fiord	1993-12-14
1	-559859	-792020	59.5	 -65.4166667	593000	-652500	LL69	NO20-01	H	BAY		CA	10				V				ABLUILLUKFIORD	Abluilluk Fiord	Abluilluk Fiord	1993-12-14
1	-562592	-792021	45.55	 -73.7333333	453300	-734400	WR94	NL18-09	P	PPL		CA	10				V				ABORDAPLOUFFE	Abord â Plouffe	Abord a Plouffe	1993-12-14
1	-559860	-792022	57.4666667	-107.05	572800	-1070300	CD77	NO13-07	H	BAY		CA	11				N				ABRAHAMBAY	Abraham Bay	Abraham Bay	1993-12-14
1	-559861	-792023	65.0833333	 -64.4166667	650500	-642500	MT31	NQ19-11	H	BAY		CA	14				N				ABRAHAMBAY	Abraham Bay	Abraham Bay	1993-12-14
1	-559862	-792024	48.5166667	 -58.9	483100	-585400	UP57	NM21-10	P	PPL		CA	05				N				ABRAHAMSCOVE	Abrahams Cove	Abrahams Cove	1993-12-14
1	-559863	-792025	50.0166667	 -66.85	500100	-665100	FR54	NM19-06	H	BAY		CA	10				N				ABRI BAIEDEL	Baie de lʼ Abri	Baie de l' Abri	1993-12-14
1	-573527	-792026	58.8333333	-110.8333333	585000	-1105000	WL02	NO12-05	T	PT		CA	01				V				ABRI POINTEL	Pointe lʼ Abri	Pointe l' Abri	1993-12-14
1	-559864	-792027	65.7833333	 -89.25	654700	-891500	CT99	NQ15-11	T	ISLS 		CA	14				V				ABRUYUKISLAND	Abruyuk Island	Abruyuk Island	1993-12-14
1	-559864	-792028	65.7833333	 -89.25	654700	-891500	CT99	NQ15-11	T	ISLS 		CA	14				N				ABRUYUKISLANDS	Abruyuk Islands	Abruyuk Islands	1993-12-14
1	-564098	-792029	70.75	 -69.75	704500	-694500	DU74	NR19-04	H	BAY		CA	14				V				ABUCKTAYUCK	Abuck-tay-uck	Abuck-tay-uck	1993-12-14
1	-559865	-792030	61.5666667	 -79.8333333	613400	-795000	NJ62	NP17-10	T	CAPE 		CA	14				N				ACADIA CAPE	Cape Acadia	Cape Acadia	1993-12-14
1	-559866	-792031	53.7833333	 -59.9833333	534700	-595900	UV06	NN21-07	H	ANCH 		CA	05				N				ACADIAANCHORAGE	Acadia Anchorage	Acadia Anchorage	1993-12-14
1	-559867	-792032	61.3333333	 -64.9166667	612000	-645500	LP90	NP19-11	H	COVE 		CA	14				N				ACADIACOVE	Acadia Cove	Acadia Cove	1993-12-14
1	-559868	-792033	51.15	-110.2	510900	-1101200	WB56	NM12-02	P	PPL		CA	01				N				ACADIAVALLEY	Acadia Valley	Acadia Valley	1993-12-14
1	-559869	-792034	65.3833333	-115.05	652300	-1150300	NN95	NQ11-10	H	LK		CA	13				N				ACASTALAKE	Acasta Lake	Acasta Lake	1993-12-14
1	-559870	-792035	64.7833333	-116.3333333	644700	-1162000	NM38	NQ11-14	H	STM		CA	13				N		Acasta		ACASTARIVER	Acasta River	Acasta River	1993-12-14
1	426841	546173	55.9027778	-109.8611111	555410	-1095140	WG79	NN12-03	H	LK		CA	11				N				ACASTERLAKE	Acaster Lake	Acaster Lake	1999-04-05
1	-566535	-792036	66.2666667	-123.2833333	661600	-1231700	DU84	NQ09-07	T	ISL		CA	13				V				ACCANYO	Accanyo	Accanyo	1993-12-14
1	-559871	-792037	59.5666667	-108.45	593400	-1082700	XM40	NO12-03	H	LK		CA	11				N				ACELAKE	Ace Lake	Ace Lake	1993-12-14
1	-559872	-792038	53.7333333	 -78.5166667	534400	-783100	PV65	NN17-09	H	STM		CA	10				N		Achazi		ACHAZIRIVER	Achazi River	Achazi River	1993-12-14
1	-559873	-792039	54.5	-103.0	543000	-1030000	FA24	NN13-06	H	LK		CA	11				N				ACHENINNILAKE	Acheninni Lake	Acheninni Lake	1993-12-14
1	-572635	-792040	53.8	 -92.0833333	534800	-920500	WV66	NN15-08	H	LK		CA	08				V				ACHIGO	Achigo	Achigo	1993-12-14
1	-572636	-792041	55.0833333	 -89.0	550500	-890000	CG70	NN16-01	H	STM		CA	08				V				ACHIGO	Achigo	Achigo	1993-12-14
1	-559874	-792042	49.55	-124.5	493300	-1243000	CV98	NM10-07	H	BNK		CA	02				N				ACHILLESBANK	Achilles Bank	Achilles Bank	1993-12-14
1	-559875	-792043	64.95	-110.9166667	645700	-1105500	WT00	NQ11-16	H	LK		CA	13				N				ACHILLESLAKE	Achilles Lake	Achilles Lake	1993-12-14
1	-563917	-792044	75.0166667	 -99.1166667	750100	-990700	MJ92	NS13-03	H	BAY		CA	14				V				ACKLANDBAY	Ackland Bay	Ackland Bay	1993-12-14
1	-559876	-792045	72.5666667	-102.4	723400	-1022400	EA85	NS13-11	T	CAPE 		CA	14				N				ACKWORTH CAPE	Cape Ackworth	Cape Ackworth	1993-12-14
1	-559877	-792046	72.1333333	-101.0	720800	-1010000	MF30	NS13-11	H	BAY		CA	14				N				ACLANDBAY	Acland Bay	Acland Bay	1993-12-14
1	-563917	-792047	75.0166667	 -99.1166667	750100	-990700	MJ92	NS13-03	H	BAY		CA	14				V				ACLANDBAY	Acland Bay	Acland Bay	1993-12-14
1	-559878	-792048	68.6	 -93.7666667	683600	-934600	VS60	NR15-10	T	PT		CA	14				N				ACLANDPOINT	Acland Point	Acland Point	1993-12-14
1	-559879	-792049	51.5	-113.5	513000	-1133000	UC20	NM12-01	P	PPL		CA	01				N				ACME	Acme	Acme	1993-12-14
1	-559880	-792050	46.3333333	 -60.2833333	462000	-601700	QS03	NL20-06	T	PT		CA	07				N				ACONI POINT	Point Aconi	Point Aconi	1993-12-14
1	-559881	-792051	44.55	 -77.3333333	443300	-772000	UQ13	NL18-10	P	PPL		CA	08				N				ACTINOLITE	Actinolite	Actinolite	1993-12-14
1	-559882	-792052	48.85	-123.3166667	485100	-1231900	DV71	NM10-11	H	CHNM 		CA	02				N				ACTIVEPASS	Active Pass	Active Pass	1993-12-14
1	-559883	-792053	43.6333333	 -80.0333333	433800	-800200	NJ73	NK17-02	P	PPL		CA	08				N				ACTON	Acton	Acton	1993-12-14
1	-559884	-792054	45.6333333	 -72.5666667	453800	-723400	XR85	NL18-09	P	PPL		CA	10				N				ACTONVALE	Acton Vale	Acton Vale	1993-12-14
1	-559876	-792055	72.5666667	-102.4	723400	-1022400	EA85	NS13-11	T	CAPE 		CA	14				V				ACWORTH CAPE	Cape Acworth	Cape Acworth	1993-12-14
1	-559885	-792056	71.5166667	 -71.4	713100	-712400	DV13	NR19-01	T	CAPE 		CA	14				N				ADAIR CAPE	Cape Adair	Cape Adair	1993-12-14
1	-559886	-792057	51.7333333	-117.9166667	514400	-1175500	MT33	NM11-02	T	MT		CA	02				N				ADAMANTMOUNTAIN	Adamant Mountain	Adamant Mountain	1993-12-14
1	-559887	-792058	67.1833333	-132.8833333	671100	-1325300	NV95	NQ07-04	H	STM		CA	13				N				ADAMCABINCREEK	Adam Cabin Creek	Adam Cabin Creek	1993-12-14
1	-559888	-792059	50.6833333	 -91.55	504100	-913300	XS01	NM15-06	H	LK		CA	08				N				ADAMHAYLAKE	Adamhay Lake	Adamhay Lake	1993-12-14
1	-559889	-792060	66.2666667	-116.25	661600	-1161500	NP34	NQ11-06	H	LK		CA	13				N				ADAMLAKE	Adam Lake	Adam Lake	1993-12-14
1	-559887	-792061	67.1833333	-132.8833333	671100	-1325300	NV95	NQ07-04	H	STM		CA	13				V				ADAMSCABINCREEK	Adamʼs Cabin Creek	Adam's Cabin Creek	1993-12-14
1	-559890	-792062	81.6333333	 -74.2666667	813800	-741600	WR16	NU13-12	H	GLCR 		CA	14				N				ADAMSGLACIER	Adams Glacier	Adams Glacier	1999-05-28
1	-559891	-792063	71.4166667	 -73.0833333	712500	-730500	WE62	NR17-03	T	ISL		CA	14				N				ADAMSISLAND	Adams Island	Adams Island	1993-12-14
1	-559892	-792064	73.7166667	 -81.35	734300	-812100	MB88	NS17-07	T	ISL		CA	14				N				ADAMSISLAND	Adams Island	Adams Island	1993-12-14
1	-559893	-792065	51.25	-119.5	511500	-1193000	LS28	NM11-01	H	LK		CA	02				N				ADAMSLAKE	Adams Lake	Adams Lake	1993-12-14
1	-559894	-792066	58.3833333	-115.1166667	582300	-1150700	PE17	NO11-06	P	PPL		CA	01				N				ADAMSLANDING	Adams Landing	Adams Landing	1993-12-14
1	-559895	-792067	50.9	-119.55	505400	-1193300	LS24	NM11-04	H	STM		CA	02				N		Adams		ADAMSRIVER	Adams River	Adams River	1993-12-14
1	-559896	-792068	81.6	 -73.3333333	813600	-732000	WR26	NU13-12	H	STM		CA	14				N		Adams		ADAMSRIVER	Adams River	Adams River	1993-12-14
1	-559897	-792069	72.9166667	 -84.9166667	725500	-845500	EF69	NS15-12	H	BAY		CA	14				N				ADAMSSOUND	Adams Sound	Adams Sound	1993-12-14
1	-559898	-792070	66.6	 -82.5333333	663600	-823200	MP38	NQ17-05	T	CLF		CA	14				N				ADDERLEYBLUFF	Adderley Bluff	Adderley Bluff	1993-12-14
1	-559898	-792071	66.6	 -82.5333333	663600	-823200	MP38	NQ17-05	T	CLF		CA	14				V				ADDERLEYBUFF	Adderley Buff	Adderley Buff	1993-12-14
1	-559899	-792072	69.35	-101.7	692100	-1014200	LB99	NR13-08	T	CAPE 		CA	14				N				ADELAIDE CAPE	Cape Adelaide	Cape Adelaide	1993-12-14
1	-559901	-792073	70.0666667	 -96.6166667	700400	-963700	NC97	NR13-06	T	CAPE 		CA	14				V				ADELAIDE CAPE	Cape Adelaide	Cape Adelaide	1993-12-14
1	-559900	-792074	68.0833333	 -97.8333333	680500	-975000	NA45	NR13-12	T	PEN		CA	14				N				ADELAIDEPENINSULA	Adelaide Peninsula	Adelaide Peninsula	1993-12-14
1	-559900	-792075	68.0833333	 -97.8333333	680500	-975000	NA45	NR13-12	T	PEN		CA	14				V				ADELAIDEPOINT	Adelaide Point	Adelaide Point	1993-12-14
1	-559901	-792076	70.0666667	 -96.6166667	700400	-963700	NC97	NR13-06	T	CAPE 		CA	14				N				ADELAIDEREGINA CAPE	Cape Adelaide Regina	Cape Adelaide Regina	1993-12-14
1	-559902	-792077	48.0833333	 -53.9166667	480500	-535500	BU82	NM22-10	P	PPL		CA	05				N				ADEYTOWN	Adeytown	Adeytown	1993-12-14
1	-559903	-792078	45.4	 -73.65	452400	-733900	XR02	NL18-09	R	RJCT 		CA	10				N				ADIRONDACKJUNCTION	Adirondack Junction	Adirondack Junction	1993-12-14
1	-560044	-792079	67.55	-108.4166667	673300	-1082500	XV19	NQ11-04	T	ISL		CA	14				V				ADJGAK	Adjgak	Adjgak	1993-12-14
1	-559904	-792080	55.0	 -58.75	550000	-584500	UA89	NN21-01	T	ISLS 		CA	05				N				ADLAVIKISLANDS	Adlavik Islands	Adlavik Islands	1993-12-14
1	-559905	-792082	49.7166667	-108.0166667	494300	-1080100	YA11	NM12-09	P	PPL		CA	11				N				ADMIRAL	Admiral	Admiral	1993-12-14
1	-573115	-792081	48.8333333	-123.5	485000	-1233000	DV60	NM10-11	T	ISL		CA	02				V				ADMIRAL	Admiral	Admiral	1993-12-14
1	-559906	-792083	70.3166667	-101.5	701900	-1013000	MD00	NR13-05	T	CAPE 		CA	14				N				ADMIRALCOLLINSON CAPE	Cape Admiral Collinson	Cape Admiral Collinson	1993-12-14
1	15008	17991	44.7163889	 -63.6572222	444259	-633926	MQ45	NL20-11	H	COVE 		CA	07				N				ADMIRALCOVE	Admiral Cove	Admiral Cove	1994-05-19
1	-559907	-792084	74.0166667	 -91.0833333	740100	-910500	WC51	NS15-05	T	CAPE 		CA	14				V				ADMIRALMCCLINTOCK CAPE	Cape Admiral McClintock	Cape Admiral McClintock	1993-12-14
1	-559907	-792085	74.0166667	 -91.0833333	740100	-910500	WC51	NS15-05	T	CAPE 		CA	14				N				ADMIRALMCLINTOCK CAPE	Cape Admiral MʼClintock	Cape Admiral M'Clintock	1993-12-14
1	-559908	-792086	47.0166667	 -53.6166667	470100	-533700	CT01	NL22-01	P	PPL		CA	05				N				ADMIRALSBEACH	Admirals Beach	Admirals Beach	1993-12-14
1	-559909	-792087	72.5	 -86.0	723000	-860000	EF34	NS15-12	H	BAY		CA	14				N				ADMIRALTYINLET	Admiralty Inlet	Admiralty Inlet	1993-12-14
1	-559910	-792088	69.5	-101.0	693000	-1010000	MC21	NR13-08	T	ISL		CA	14				N				ADMIRALTYISLAND	Admiralty Island	Admiralty Island	1993-12-14
1	-559911	-792089	69.8666667	 -82.4166667	695200	-822500	MT45	NR17-07	H	SD		CA	14				N				ADOLFJENSENSOUND	Adolf Jensen Sound	Adolf Jensen Sound	1993-12-14
1	-559912	-792090	75.2833333	 -93.45	751700	-932700	VD85	NS15-01	T	CLF		CA	14				N				ADVANCEBLUFF	Advance Bluff	Advance Bluff	1993-12-14
1	-559913	-792091	72.7166667	-116.8333333	724300	-1165000	NA06	NS11-10	T	MT		CA	13				V				ADVENTURE MOUNT	Mount Adventure	Mount Adventure	1993-12-14
1	-559913	-792092	72.7166667	-116.8333333	724300	-1165000	NA06	NS11-10	T	MT		CA	13				N				ADVENTUREMOUNTAIN	Adventure Mountain	Adventure Mountain	1993-12-14
1	-559914	-792093	45.3333333	 -64.8333333	452000	-645000	LR52	NL20-07	H	BAY		CA	07				N				ADVOCATEBAY	Advocate Bay	Advocate Bay	1993-12-14
1	-559915	-792094	45.3166667	 -64.7833333	451900	-644700	LR61	NL20-07	H	HBR		CA	07				N				ADVOCATEHARBOUR	Advocate Harbour	Advocate Harbour	1993-12-14
1	-559916	-792095	45.3333333	 -64.7833333	452000	-644700	LR62	NL20-07	P	PPL		CA	07				N				ADVOCATEHARBOUR	Advocate Harbour	Advocate Harbour	1993-12-14
1	-559917	-792096	53.2666667	-118.0666667	531600	-1180400	MV20	NN11-07	T	MT		CA	01				N				AEOLUS MOUNT	Mount Aeolus	Mount Aeolus	1993-12-14
1	-559918	-792097	50.6666667	 -92.65	504000	-923900	WS21	NM15-05	H	LK		CA	08				N				AEROFOILLAKE	Aerofoil Lake	Aerofoil Lake	1993-12-14
1	429460	549204	54.4372222	-110.1719444	542614	-1101019	WF53	NN12-05	H	LK		CA	01				N				AFRICANLAKE	African Lake	African Lake	1999-04-05
1	-559919	-792098	64.3333333	-109.3	642000	-1091800	WS83	NQ11-16	H	LK		CA	13				N				AFRIDILAKE	Afridi Lake	Afridi Lake	1993-12-14
1	-559920	467023	50.9333333	 -79.5333333	505600	-793200	PS04	NM17-06	H	STM		CA	00				N	FR	Again	Rivière	AGAIN RIVIERE	Rivière Again	Riviere Again	1998-03-24
1	-559920	-792099	50.9333333	 -79.5333333	505600	-793200	PS04	NM17-06	H	STM		CA	00				N	EN	Again		AGAINRIVER	Again River	Again River	1998-03-24
1	-559921	-792100	57.3	-109.3666667	571800	-1092200	WJ95	NO12-09	H	LK		CA	11				N				AGARLAKE	Agar Lake	Agar Lake	1993-12-14
1	-559922	-792101	49.2333333	-121.7666667	491400	-1214600	EV85	NM10-09	P	PPL		CA	02				N				AGASSIZ	Agassiz	Agassiz	1993-12-14
1	-559923	-792102	80.75	 -76.0	804500	-760000	VQ86	NU13-16	L	SNOW 		CA	14				N				AGASSIZ MERDEGLACE	Mer de Glace Agassiz	Mer de Glace Agassiz	1993-12-14
1	-559924	-792103	60.2333333	-140.6333333	601400	-1403800	EG27	NP07-14	H	GLCR 		CA	00				N				AGASSIZGLACIER	Agassiz Glacier	Agassiz Glacier	1993-12-14
1	365528	455817	80.25	 -76.0	801500	-760000	VQ80	NU13-16	H	CAPG 		CA	14				N				AGASSIZICECAP	Agassiz Ice Cap	Agassiz Ice Cap	1998-02-05
1	-559925	-792104	45.4666667	 -80.4666667	452800	-802800	NL43	NL17-08	T	ISL		CA	08				N				AGASSIZISLAND	Agassiz Island	Agassiz Island	1993-12-14
1	-559926	-792105	63.1833333	-112.75	631100	-1124500	VR10	NP11-03	H	LK		CA	13				N				AGASSIZLAKE	Agassiz Lake	Agassiz Lake	1993-12-14
1	-559927	-792106	48.5166667	 -82.9666667	483100	-825800	LP57	NM17-10	S	RSTN 		CA	08				N				AGATE	Agate	Agate	1993-12-14
1	-559928	-792107	47.3333333	 -84.6666667	472000	-844000	FT74	NL16-03	H	BAY		CA	08				N				AGAWABAY	Agawa Bay	Agawa Bay	1993-12-14
1	-559929	-792108	47.35	 -84.6333333	472100	-843800	FT74	NL16-03	H	STM		CA	08				N		Agawa		AGAWARIVER	Agawa River	Agawa River	1993-12-14
1	-563895	-792109	67.1	 -62.1666667	670600	-621000	NV34	NQ19-04	T	ISL		CA	14				V				AGGIDJENISLAND	Aggidjen Island	Aggidjen Island	1993-12-14
1	-559938	-792110	70.2833333	 -86.6666667	701700	-864000	EC19	NR15-06	H	BAY		CA	14				V				AGGOBAY	Aggo Bay	Aggo Bay	1993-12-14
1	-559930	-792111	43.7833333	 -79.2666667	434700	-791600	PJ34	NK17-03	P	PPL		CA	08				N				AGINCOURT	Agincourt	Agincourt	1993-12-14
1	-559933	-792112	60.65	 -77.85	603900	-775100	UN42	NP17-15	T	PT		CA	10				V				AGNES POINT	Point Agnes	Point Agnes	1993-12-14
1	-559931	-792113	48.25	 -91.3333333	481500	-912000	XP24	NM15-12	H	LK		CA	08				N				AGNESLAKE	Agnes Lake	Agnes Lake	1993-12-14
1	426946	546304	55.8091667	-112.5308333	554833	-1123151	VG08	NN12-01	H	LK		CA	01				N				AGNESLAKE	Agnes Lake	Agnes Lake	1999-04-05
1	-559932	-792114	70.5	 -68.2333333	703000	-681400	EU22	NR19-04	T	ISL		CA	14				N				AGNESMONUMENT	Agnes Monument	Agnes Monument	1993-12-14
1	-559933	-792115	60.65	 -77.85	603900	-775100	UN42	NP17-15	T	PT		CA	10				N				AGNESSMITHPOINT	Agnes Smith Point	Agnes Smith Point	1993-12-14
1	-559934	-792116	46.3666667	 -81.75	462200	-814500	MM43	NL17-05	H	LK		CA	08				N				AGNEWLAKE	Agnew Lake	Agnew Lake	1993-12-14
1	-559935	-792117	70.6833333	 -92.6166667	704100	-923700	WU14	NR15-04	H	STM		CA	14				N		Agnew		AGNEWRIVER	Agnew River	Agnew River	1993-12-14
1	-559938	-792118	70.2833333	 -86.6666667	701700	-864000	EC19	NR15-06	H	BAY		CA	14				V				AGOOBAY	Agoo Bay	Agoo Bay	1993-12-14
1	-559966	-792119	53.0	 -81.3333333	530000	-812000	MU77	NN17-08	T	ISL		CA	14				V				AGOOMSKAISLAND	Agoomska Island	Agoomska Island	1993-12-14
1	-559936	-792120	50.2166667	 -62.0833333	501300	-620500	NA66	NM20-05	P	PPL		CA	10				N				AGUANISH	Aguanish	Aguanish	1993-12-14
1	-559937	-792121	50.2166667	 -62.1166667	501300	-620700	NA66	NM20-05	H	STM		CA	10				N		Aguanus		AGUANUSRIVER	Aguanus River	Aguanus River	1993-12-14
1	-559929	-792122	47.35	 -84.6333333	472100	-843800	FT74	NL16-03	H	STM		CA	08				V				AGUAWA	Aguawa	Aguawa	1993-12-14
1	-559938	-792123	70.2833333	 -86.6666667	701700	-864000	EC19	NR15-06	H	BAY		CA	14				N				AGUBAY	Agu Bay	Agu Bay	1993-12-14
1	-559939	-792124	50.7	 -68.2166667	504200	-681300	ES51	NM19-05	H	LK		CA	10				N				AGUENIER LAC	Lac Aguenier	Lac Aguenier	1993-12-14
1	-559940	-792125	52.8	 -91.3333333	524800	-912000	XU15	NN15-12	H	STM		CA	08				N		Agutua		AGUTUARIVER	Agutua River	Agutua River	1993-12-14
1	-559941	-792126	53.2666667	-122.0833333	531600	-1220500	EE60	NN10-08	H	LK		CA	02				N				AHBAULAKE	Ahbau Lake	Ahbau Lake	1993-12-14
1	-559942	-792127	77.6666667	-105.5833333	774000	-1053500	DG82	NT13-09	T	CAPE 		CA	14				N				AHNIGHITO CAPE	Cape Ahnighito	Cape Ahnighito	1993-12-14
1	-559943	-792128	49.2833333	-126.05	491700	-1260300	YQ16	NM09-09	P	PPL		CA	02				N				AHOUSAT	Ahousat	Ahousat	1993-12-14
1	-559944	-792129	46.45	 -76.05	462700	-760300	VS14	NL18-04	H	STM		CA	10				N				AIGLE RIVIEREAL	Rivière à lʼ Aigle	Riviere a l' Aigle	1993-12-14
1	-559945	-792130	49.3833333	 -75.1333333	492300	-750800	VV97	NM18-08	H	STM		CA	10				N				AIGLE RIVIEREDEL	Rivière de lʼ Aigle	Riviere de l' Aigle	1993-12-14
1	-559946	-792131	57.2166667	 -70.15	571300	-700900	DD34	NO19-07	H	LK		CA	10				N				AIGNEAU LAC	Lac Aigneau	Lac Aigneau	1993-12-14
1	-559947	-792132	51.2	 -95.3333333	511200	-952000	US37	NM15-01	H	LK		CA	03				N				AIKENSLAKE	Aikens Lake	Aikens Lake	1993-12-14
1	-559948	-792133	55.1833333	 -59.2166667	551100	-591300	UB51	NN21-01	P	PPL		CA	05				N				AILLIK	Aillik	Aillik	1993-12-14
1	-559949	-792134	51.2666667	-114.0166667	511600	-1140100	QS08	NM11-03	P	PPL		CA	01				N				AIRDRIE	Airdrie	Airdrie	1993-12-14
1	-559950	-792135	81.6833333	 -76.6333333	814100	-763800	VR76	NU13-12	H	GLCR 		CA	14				N				AIRFORCEGLACIER	Air Force Glacier	Air Force Glacier	1993-12-14
1	-559951	-792136	67.9166667	 -74.0833333	675500	-740500	WA33	NQ17-04	T	ISL		CA	14				N				AIRFORCEISLAND	Air Force Island	Air Force Island	1993-12-14
1	-575703	-792137	56.9166667	 -93.35	565500	-932100	VD70	NO15-11	H	STM		CA	03				V				AIRHOLE	Airhole	Airhole	1993-12-14
